id_pdc_local;statut_pdc;arrondissement;id_station_local;id_station_itinerance;nom_station;code_insee_commune;implantation_station;nbre_pdc;date_maj;condition_acces;adresse_station;coordonneesxy;gratuit;paiement_acte;paiement_cb;paiement_autre;reservation;observations;siren_amenageur;contact_amenageur;nom_amenageur;nom_operateur;contact_operateur;telephone_operateur;nom_enseigne;tarification;id_pdc_itinerance;date_mise_en_service;accessibilite_pmr;restriction_gabarit;station_deux_roues;puissance_nominale;prise_type_ef;prise_type_2;prise_type_combo_ccs;prise_type_chademo;prise_type_autre;prise_type_3;num_pdl;horaires;raccordement
FR*V75*EPX09*04*1;En service;09e Arrondissement;FR*V75*PPX09*04;FRV75PPX0904;Paris | Rue Victor Massé 35;75109;Voirie;5;2023-02-10;Accès libre;35 Rue Victor Massé 75009 Paris;48.88109,2.336666;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX09041;2021-07-21;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7114471703073;24/7;Direct
FR*V75*EPX01*05*2;En service;Paris centre;FR*V75*PPX01*05;FRV75PPX0105;Paris | Rue des Croix des Petits Champs 4;75101;Voirie;4;2021-09-23;Accès libre;4 Rue des Croix des Petits Champs 75001 Paris;48.862465,2.3393006;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX01052;2021-09-21;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7134298042780;24/7;Direct
FR*V75*EPX02*08*5;En service;Paris centre;FR*V75*PPX02*08;FRV75PPX0208;Paris | Rue Dalayrac 19;75102;Voirie;5;2022-04-12;Accès libre;19 Rue Dalayrac 75002 Paris;48.86818,2.335097;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX02085;2021-08-17;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7167727854489;24/7;Direct
FR*V75*EPX03*03*2;En service;Paris centre;FR*V75*PPX03*03;FRV75PPX0303;Paris | Boulevard Beaumarchais 87;75103;Voirie;6;2022-04-22;Accès libre;87 Boulevard Beaumarchais 75003 Paris;48.858967,2.36738;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX03032;2022-04-22;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;7116208317412;24/7;Direct
FR*V75*EPX03*03*3;En service;Paris centre;FR*V75*PPX03*03;FRV75PPX0303;Paris | Boulevard Beaumarchais 87;75103;Voirie;6;2022-04-22;Accès libre;87 Boulevard Beaumarchais 75003 Paris;48.858967,2.36738;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX03033;2022-04-22;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7116208317412;24/7;Direct
FR*V75*EPX04*06*4;En service;Paris centre;FR*V75*PPX04*06;FRV75PPX0406;Paris | Quai du Marché Neuf 8;75104;Voirie;6;2021-09-23;Accès libre;8 Quai du Marché Neuf 75004 Paris;48.8542,2.345341;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX04064;2021-08-17;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7392764016590;24/7;Direct
FR*V75*EPX04*06*2;En service;Paris centre;FR*V75*PPX04*06;FRV75PPX0406;Paris | Quai du Marché Neuf 8;75104;Voirie;6;2021-09-23;Accès libre;8 Quai du Marché Neuf 75004 Paris;48.8542,2.345341;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX04062;2021-08-17;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7392764016590;24/7;Direct
FR*V75*EPX07*09*2;En service;07e Arrondissement;FR*V75*PPX07*09;FRV75PPX0709;Paris | Rue du Bac 142;75107;Voirie;5;2022-04-12;Accès libre;142 Rue du Bac 75007 Paris;48.85082,2.3237967;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX07092;2021-08-17;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7379594696682;24/7;Direct
FR*V75*EPX08*10*6;En service;08e Arrondissement;FR*V75*PPX08*10;FRV75PPX0810;Paris | Rue de Courcelles 69;75108;Voirie;7;2021-09-23;Accès libre;69 Rue de Courcelles 75008 Paris;48.87835,2.3044934;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX08106;2021-09-14;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7549927543998;24/7;Direct
FR*V75*EPX06*07*2;En service;06e Arrondissement;FR*V75*PPX06*07;FRV75PPX0607;Paris | Rue du Four 38;75106;Voirie;6;2021-09-23;Accès libre;38 Rue du Four 75006 Paris;48.85245,2.3314662;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX06072;2021-08-17;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7387120022249;24/7;Direct
FR*V75*EPX06*07*3;En service;06e Arrondissement;FR*V75*PPX06*07;FRV75PPX0607;Paris | Rue du Four 38;75106;Voirie;6;2021-09-23;Accès libre;38 Rue du Four 75006 Paris;48.85245,2.3314662;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX06073;2021-08-17;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7387120022249;24/7;Direct
FR*V75*EPX08*14*1;En service;08e Arrondissement;FR*V75*PPX08*14;FRV75PPX0814;Paris | Avenue George V 44;75108;Voirie;6;2021-09-23;Accès libre;44 Avenue George V 75008 Paris;48.87057,2.301121;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX08141;2021-09-21;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7407814660788;24/7;Direct
FR*V75*EPX10*07*5;En service;10e Arrondissement;FR*V75*PPX10*07;FRV75PPX1007;Paris | Rue du Château Landon 24;75110;Voirie;5;2022-04-12;Accès libre;24 Rue du Château Landon 75010 Paris;48.881493,2.362957;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX10075;2021-08-17;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7115629446404;24/7;Direct
FR*V75*EPX10*08*2;En service;10e Arrondissement;FR*V75*PPX10*08;FRV75PPX1008;Paris | Rue de Metz 6;75110;Voirie;4;2021-09-23;Accès libre;6 Rue de Metz 75010 Paris;48.87081,2.354076;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX10082;2021-08-17;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7194211211905;24/7;Direct
FR*V75*EPX11*11*4;En service;11e Arrondissement;FR*V75*PPX11*11;FRV75PPX1111;Paris | Rue Faidherbe 27;75111;Voirie;5;2022-04-12;Accès libre;27 Rue Faidherbe 75011 Paris;48.852573,2.3830369;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX11114;2021-08-25;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7235311036133;24/7;Direct
FR*V75*EPX11*14*4;En service;11e Arrondissement;FR*V75*PPX11*14;FRV75PPX1114;Paris | Avenue de la République 5;75111;Voirie;6;2021-09-23;Accès libre;5 Avenue de la République 75011 Paris;48.86661,2.36784;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX11144;2021-10-12;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7116063599636;24/7;Direct
FR*V75*EPX14*04*4;En service;14e Arrondissement;FR*V75*PPX14*04;FRV75PPX1404;Paris | Rue Castagnou 10;75114;Voirie;7;2021-09-23;Accès libre;10 Rue Castagnou 75014 Paris;48.83273,2.32608;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX14044;2021-09-06;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7387698893491;24/7;Direct
FR*V75*EPX14*05*5;En service;14e Arrondissement;FR*V75*PPX14*05;FRV75PPX1405;Paris | Rue Boulard 1;75114;Voirie;6;2021-09-23;Accès libre;1 Rue Boulard 75014 Paris;48.834854,2.3297832;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX14055;2021-08-26;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7317366042429;24/7;Direct
FR*V75*EPX13*09*3;En service;13e Arrondissement;FR*V75*PPX13*09;FRV75PPX1309;Paris | Rue Croulebarbe 1;75113;Voirie;6;2021-09-23;Accès libre;1 Rue Croulebarbe 75013 Paris;48.834526,2.353056;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX13093;2021-12-01;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7362662713467;24/7;Direct
FR*V75*EPX18*06*2;En service;18e Arrondissement;FR*V75*PPX18*06;FRV75PPX1806;Paris | Rue Marcadet 150;75118;Voirie;7;2021-09-23;Accès libre;150 Rue Marcadet 75018 Paris;48.8913,2.3385;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX18062;2021-08-05;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;7576845054524;24/7;Direct
FR*V75*EPX15*21*6;En service;15e Arrondissement;FR*V75*PPX15*21;FRV75PPX1521;Paris | Rue Jean Sicard 1;75115;Voirie;7;2021-09-23;Accès libre;1 Rue Jean Sicard 75015 Paris;48.8287,2.2989;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15216;2021-08-11;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7427206845253;24/7;Direct
FR*V75*EPX18*07*6;En service;18e Arrondissement;FR*V75*PPX18*07;FRV75PPX1807;Paris | Rue Jean-François Lépine 1;75118;Voirie;7;2022-07-01;Accès libre;1 Rue Jean-François Lépine 75018 Paris;48.8861,2.3591;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX18076;2021-08-17;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;7555716255509;24/7;Direct
FR*V75*EPX15*22*4;En service;15e Arrondissement;FR*V75*PPX15*22;FRV75PPX1522;Paris | Rue Houdart de Lamotte 2;75115;Voirie;6;2021-09-23;Accès libre;2 Rue Houdart de Lamotte 75015 Paris;48.8407,2.2876;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15224;2021-08-11;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;7467727830093;24/7;Direct
;En test;20e Arrondissement;FR*V75*PPX20*09;FRV75PPX2009;Paris | Rue Guébriant 6;75120;Voirie;0;2021-09-23;Accès libre;6 Rue Guébriant 75020 Paris;48.8731,2.4092;false;true;false;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;;;;;;;;;;;;;;24/7;Direct
FR*V75*EPX16*13*4;En service;16e Arrondissement;FR*V75*PPX16*13;FRV75PPX1613;Paris |  Avenue de Malakoff 115;75116;Voirie;6;2021-09-23;Accès libre;115 Avenue de Malakoff 75016 Paris;48.8735,2.2843;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16134;2021-09-14;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7413169218442;24/7;Direct
FR*V75*EPX16*14*5;En service;16e Arrondissement;FR*V75*PPX16*14;FRV75PPX1614;Paris | Avenue Georges Mandel 42 bis;75116;Voirie;6;2021-12-15;Accès libre;42 bis Avenue Georges Mandel 75016 Paris;48.864,2.2806;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16145;2021-09-01;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7465846498526;24/7;Direct
FR*V75*EPX20*10*2;En service;20e Arrondissement;FR*V75*PPX20*10;FRV75PPX2010;Paris | Rue des Couronnes 2;75120;Voirie;5;2021-09-23;Accès libre;2 Rue des Couronnes 75020 Paris;48.8692,2.3809;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20102;2021-09-14;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7233429703666;24/7;Direct
FR*V75*EPX17*11*4;En service;17e Arrondissement;FR*V75*PPX17*11;FRV75PPX1711;Paris | Rue de Courcelles 210;75117;Voirie;6;2021-09-23;Accès libre;210 Rue de Courcelles 75017 Paris;48.8867,2.2955;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17114;2021-09-14;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7549203954828;24/7;Direct
FR*V75*EPX17*14*6;En service;17e Arrondissement;FR*V75*PPX17*14;FRV75PPX1714;Paris | Rue Georges Berger 2;75117;Voirie;6;2021-09-23;Accès libre;2 Rue Georges Berger 75017 Paris;48.8809,2.3099;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17146;2021-09-14;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7576266183410;24/7;Direct
FR*V75*EPX20*13*3;En service;20e Arrondissement;FR*V75*PPX20*13;FRV75PPX2013;Paris | Rue Frédéric Loliée 5;75120;Voirie;6;2021-09-23;Accès libre;5 Rue Frédéric Loliée 75020 Paris;48.8495,2.4062;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20133;2021-09-29;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7282054885533;24/7;Direct
FR*V75*EPX04*09*4;En service;Paris centre;FR*V75*PPX04*09;FRV75PPX0409;Paris | Rue Neuve Saint-Pierre 2;75104;Voirie;5;2021-09-23;Accès libre;2 Rue Neuve Saint-Pierre 75004 Paris;48.853573,2.363958;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX04094;2021-10-12;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7165122934011;24/7;Direct
FR*V75*EPX07*15*1;En service;07e Arrondissement;FR*V75*PPX07*15;FRV75PPX0715;Paris | Boulevard des Invalides  21;75107;Voirie;6;2021-09-23;Accès libre;21 Boulevard des Invalides 75007 Paris;48.85582,2.3152447;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX07151;2021-12-14;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7347033191632;24/7;Direct
FR*V75*EPX07*16*3;En service;07e Arrondissement;FR*V75*PPX07*16;FRV75PPX0716;Paris | Rue jean Nicot 10;75107;Voirie;4;2021-09-23;Accès libre;10 Rue jean Nicot 75007 Paris;48.86113,2.3069868;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX07163;2021-10-19;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7419826238080;24/7;Direct
FR*V75*EPX08*17*1;En service;08e Arrondissement;FR*V75*PPX08*17;FRV75PPX0817;Paris | Avenue Matignon 2;75108;Voirie;6;2021-09-23;Accès libre;2 Avenue Matignon 75008 Paris;48.87006,2.312597;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX08171;2021-10-19;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7453400767675;24/7;Direct
FR*V75*EPX10*10*6;En service;10e Arrondissement;FR*V75*PPX10*10;FRV75PPX1010;Paris | Rue de Paradis  28;75110;Voirie;6;2021-09-23;Accès libre;28 Rue de Paradis 75010 Paris;48.875076,2.352321;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX10106;2021-12-14;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7194066494111;24/7;Direct
FR*V75*EPX10*12*1;En service;10e Arrondissement;FR*V75*PPX10*12;FRV75PPX1012;Paris | Rue du Faubourg Saint-Denis 91;75110;Voirie;4;2021-09-23;Accès libre;91 Rue du Faubourg Saint-Denis 75010 Paris;48.87407,2.3551424;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX10121;2021-11-16;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7129956508680;24/7;Direct
FR*V75*EPX12*12*5;En service;12e Arrondissement;FR*V75*PPX12*12;FRV75PPX1212;Paris | Rue des Pirogues de Bercy 44;75112;Voirie;7;2021-09-23;Accès libre;44 Rue des Pirogues de Bercy 75012 Paris;48.833412,2.388111;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX12125;2021-10-12;Non accessible;aucune restriction;False;3;True;True;False;False;False;False;7253111325677;24/7;Direct
FR*V75*EPX12*11*2;En service;12e Arrondissement;FR*V75*PPX12*11;FRV75PPX1211;Paris | Rue Antoine-Julien Henard 3;75112;Voirie;6;2021-10-27;Accès libre;3 Rue Henard 75012 Paris;48.84154,2.389211;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX12112;2021-10-26;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7299565739556;24/7;Direct
FR*V75*EPX12*14*3;En service;12e Arrondissement;FR*V75*PPX12*14;FRV75PPX1214;Paris | boulevard de Picpus 7;75112;Voirie;7;2021-09-23;Accès libre;7 boulevard de Picpus 75012 Paris;48.840687,2.400428;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX12143;2021-11-09;Non accessible;aucune restriction;False;3;True;True;False;False;False;False;7294066463188;24/7;Direct
FR*V75*EPX13*15*2;En service;13e Arrondissement;FR*V75*PPX13*15;FRV75PPX1315;Paris | Rue de Tolbiac 245;75113;Voirie;6;2021-09-23;Accès libre;245 Rue de Tolbiac 75013 Paris;48.826233,2.34245;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX13152;2022-06-17;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7320694552131;24/7;Direct
FR*V75*EPX15*31*6;En service;15e Arrondissement;FR*V75*PPX15*31;FRV75PPX1531;Paris | Rue Sébastien Mercier 44;75115;Voirie;6;2021-09-23;Accès libre;44 Rue Sébastien Mercier 75015 Paris;48.84391,2.279693;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15316;2021-11-03;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7427496280840;24/7;Direct
